SK_ID_CURR,TARGET
103004,0.144
103010,0.068
103025,0.172
103029,0.118
103046,0.132
103056,0.08
103062,0.198
103078,0.04
103083,0.07
103092,0.12
103096,0.092
103097,0.32
103102,0.184
103112,0.29
103132,0.166
103144,0.198
103145,0.154
103146,0.092
103147,0.218
103158,0.07
103171,0.17
103173,0.174
103184,0.106
103195,0.168
103196,0.168
103206,0.086
103230,0.254
103231,0.26
103232,0.064
103239,0.176
103240,0.132
103243,0.136
103252,0.176
103258,0.146
103259,0.228
103279,0.088
103280,0.06
103286,0.126
103287,0.456
103290,0.076
103298,0.18
103315,0.074
103319,0.082
103334,0.11
103336,0.114
103345,0.12
103368,0.046
103371,0.254
103377,0.196
103398,0.052
103404,0.118
103408,0.348
103410,0.108
103418,0.138
103420,0.312
103432,0.166
103433,0.124
103436,0.114
103440,0.112
103453,0.124
103459,0.26
103460,0.156
103461,0.084
103462,0.15
103473,0.174
103474,0.108
103475,0.308
103478,0.216
103480,0.202
103484,0.196
103494,0.17
103513,0.2
103515,0.1
103516,0.3
103525,0.188
103541,0.182
103544,0.096
103562,0.276
103570,0.322
103572,0.202
103574,0.064
103575,0.118
103591,0.176
103594,0.154
103609,0.142
103613,0.14
103614,0.22
103615,0.154
103624,0.174
103625,0.338
103628,0.252
103629,0.114
103647,0.112
103648,0.232
103651,0.128
103658,0.076
103668,0.104
103669,0.102
103676,0.208
103682,0.088
103683,0.144
103689,0.086
103725,0.17
103733,0.284
103744,0.256
103762,0.116
103771,0.314
103773,0.086
103783,0.152
103784,0.18
103808,0.056
103812,0.102
103813,0.202
103814,0.162
103818,0.298
103824,0.078
103828,0.12
103830,0.512
103840,0.052
103842,0.258
103847,0.148
103848,0.164
103851,0.094
103854,0.2
103857,0.194
103861,0.074
103862,0.212
103865,0.234
103870,0.086
103876,0.13
103891,0.434
103908,0.098
103914,0.124
103918,0.13
103940,0.14
103963,0.244
103966,0.154
103971,0.136
103980,0.128
103984,0.164
103985,0.144
103998,0.298
104019,0.03
104026,0.152
104035,0.128
104044,0.162
104045,0.126
104047,0.412
104051,0.114
104058,0.148
104063,0.088
104066,0.228
104087,0.092
104089,0.142
104095,0.158
104098,0.208
104104,0.134
104110,0.36
104120,0.186
104122,0.106
104131,0.074
104132,0.204
104135,0.086
104136,0.078
104149,0.13
104150,0.092
104156,0.27
104165,0.228
104175,0.112
104179,0.122
104184,0.288
104206,0.212
104216,0.416
104230,0.226
104257,0.134
104272,0.144
104273,0.162
104278,0.096
104294,0.226
104295,0.108
104297,0.094
104298,0.144
104308,0.128
104318,0.04
104319,0.11
104320,0.182
104327,0.174
104334,0.142
104344,0.104
104350,0.11
104351,0.212
104354,0.142
104369,0.21
104376,0.186
104381,0.202
104384,0.056
104391,0.102
104394,0.066
104398,0.252
104402,0.05
104408,0.174
104409,0.16
104410,0.284
104412,0.188
104417,0.248
104424,0.232
104426,0.108
104435,0.088
104445,0.024
104458,0.124
104460,0.098
104466,0.104
104472,0.106
104473,0.176
104479,0.044
104480,0.072
104482,0.23
104499,0.138
104501,0.054
104502,0.106
104506,0.098
104510,0.04
104512,0.324
104520,0.182
104528,0.148
104529,0.052
104541,0.122
104578,0.198
104584,0.188
104588,0.184
104602,0.218
104610,0.074
104611,0.174
104618,0.172
104620,0.116
104622,0.124
104624,0.148
104625,0.134
104634,0.164
104639,0.144
104646,0.122
104647,0.09
104652,0.128
104670,0.118
104677,0.102
104685,0.36
104691,0.12
104696,0.126
104699,0.062
104712,0.182
104714,0.106
104717,0.124
104718,0.056
104740,0.112
104741,0.126
104743,0.034
104744,0.106
104747,0.18
104767,0.16
104772,0.348
104776,0.22
104779,0.062
104814,0.142
104815,0.098
104830,0.134
104831,0.254
104833,0.168
104839,0.146
104840,0.092
104860,0.188
104861,0.172
104866,0.13
104870,0.13
104877,0.178
104878,0.066
104879,0.104
104880,0.17
104899,0.162
104906,0.28
104907,0.124
104913,0.208
104916,0.078
104921,0.18
104930,0.176
104931,0.286
104936,0.052
104937,0.114
104942,0.128
104943,0.098
104969,0.15
104972,0.284
104988,0.166
105013,0.102
105015,0.058
105019,0.13
105027,0.06
105030,0.122
105035,0.326
105041,0.086
105051,0.128
105056,0.142
105067,0.43
105071,0.166
105072,0.092
105074,0.214
105091,0.156
105101,0.12
105103,0.078
105134,0.108
105139,0.048
105142,0.198
105146,0.114
105163,0.094
105168,0.234
105172,0.122
105176,0.454
105195,0.084
105196,0.208
105197,0.062
105203,0.132
105223,0.132
105227,0.194
105228,0.058
105230,0.164
105231,0.228
105239,0.166
105242,0.128
105244,0.216
105245,0.09
105248,0.214
105249,0.096
105266,0.21
105271,0.318
105276,0.108
105282,0.08
105292,0.206
105297,0.052
105332,0.12
105333,0.124
105343,0.172
105344,0.18
105345,0.146
105357,0.096
105359,0.122
105366,0.122
105367,0.128
105370,0.162
105377,0.088
105390,0.158
105399,0.102
105403,0.124
105404,0.116
105414,0.146
105417,0.096
105425,0.19
105452,0.212
105454,0.148
105456,0.112
105470,0.088
105471,0.13
105483,0.354
105493,0.176
105508,0.148
105514,0.126
105515,0.068
105528,0.256
105529,0.166
105531,0.192
105532,0.122
105558,0.054
105574,0.08
105578,0.052
105584,0.27
105595,0.158
105617,0.148
105618,0.196
105621,0.1
105625,0.138
105629,0.104
105630,0.136
105634,0.11
105635,0.044
105641,0.154
105647,0.144
105648,0.152
105655,0.164
105657,0.118
105672,0.092
105678,0.25
105682,0.122
105691,0.086
105692,0.122
105706,0.142
105712,0.152
105720,0.11
105734,0.068
105735,0.132
105736,0.302
105737,0.064
105738,0.158
105740,0.16
105744,0.154
105747,0.138
105749,0.272
105754,0.154
105758,0.156
105760,0.12
105767,0.116
105784,0.188
105791,0.106
105802,0.312
105807,0.294
105809,0.11
105816,0.17
105817,0.16
105824,0.222
105832,0.134
105856,0.082
105865,0.174
105899,0.276
105906,0.104
105916,0.1
105923,0.198
105937,0.172
105965,0.09
105966,0.198
105968,0.178
105973,0.098
105976,0.194
105978,0.12
105979,0.146
105991,0.188
105998,0.288
105999,0.156
106000,0.268
106001,0.09
106010,0.168
106011,0.134
106013,0.228
106015,0.076
106026,0.068
106032,0.086
106035,0.368
106040,0.116
106041,0.254
106044,0.074
106053,0.384
106054,0.106
106065,0.288
106081,0.18
106083,0.146
106087,0.096
106090,0.164
106101,0.116
106102,0.094
106109,0.128
106116,0.142
106150,0.07
106155,0.224
106166,0.052
106176,0.168
106189,0.104
106199,0.132
106205,0.156
106206,0.146
106211,0.112
106214,0.118
106216,0.202
106217,0.146
106225,0.156
106249,0.168
106256,0.098
106258,0.088
106261,0.13
106262,0.246
106264,0.066
106271,0.092
106276,0.092
106277,0.2
106286,0.19
106293,0.088
106295,0.142
106296,0.128
106297,0.166
106298,0.134
106311,0.202
106314,0.178
106320,0.122
106334,0.156
106346,0.21
106347,0.124
106349,0.192
106354,0.118
106360,0.088
106373,0.212
106377,0.124
106386,0.14
106387,0.132
106391,0.11
106401,0.23
106411,0.174
106413,0.378
106426,0.108
106427,0.174
106428,0.212
106434,0.094
106438,0.186
106440,0.126
106441,0.08
106452,0.146
106453,0.16
106454,0.094
106457,0.148
106484,0.102
106488,0.174
106491,0.156
106514,0.232
106527,0.282
106528,0.186
106529,0.038
106534,0.13
106550,0.3
106577,0.142
106585,0.174
106590,0.084
106607,0.15
106610,0.18
106611,0.108
106612,0.186
106624,0.144
106631,0.044
106647,0.35
106660,0.176
106674,0.098
106687,0.062
106712,0.07
106713,0.172
106717,0.124
106720,0.222
106721,0.182
106724,0.08
106735,0.204
106739,0.104
106740,0.098
106754,0.154
106760,0.38
106761,0.224
106784,0.146
106787,0.136
106797,0.102
106798,0.136
106802,0.164
106803,0.136
106804,0.294
106805,0.09
106810,0.204
106812,0.186
106813,0.144
106817,0.204
106822,0.112
106823,0.12
106827,0.152
106841,0.12
106851,0.376
106852,0.104
106853,0.26
106854,0.382
106861,0.148
106873,0.132
106877,0.1
106878,0.074
106881,0.156
106900,0.096
106906,0.232
106907,0.194
106914,0.284
106916,0.088
106924,0.064
106931,0.046
106936,0.17
106937,0.252
106938,0.094
106939,0.15
106943,0.166
106944,0.228
106967,0.084
106980,0.128
106986,0.098
106987,0.114
106990,0.068
107013,0.052
107023,0.134
107033,0.114
107037,0.214
107048,0.15
107071,0.102
107081,0.036
107113,0.186
107130,0.198
107131,0.108
107145,0.222
107156,0.148
107219,0.166
107222,0.134
107223,0.296
107232,0.142
107245,0.166
107246,0.132
107247,0.15
107256,0.058
107259,0.118
107260,0.202
107279,0.228
107280,0.11
107281,0.068
107285,0.08
107329,0.062
107337,0.294
107349,0.132
107350,0.072
107351,0.13
107359,0.138
107391,0.192
107394,0.084
107395,0.124
107406,0.044
107416,0.168
107417,0.128
107418,0.138
107419,0.204
107444,0.032
107445,0.112
107446,0.162
107460,0.18
107470,0.116
107475,0.096
107520,0.112
107526,0.198
107527,0.066
107530,0.05
107532,0.144
107534,0.152
107535,0.216
107554,0.278
107556,0.07
107559,0.186
107561,0.126
107564,0.198
107566,0.042
107571,0.108
107590,0.226
107602,0.218
107625,0.09
107626,0.362
107635,0.066
107636,0.15
107645,0.134
107652,0.3
107655,0.284
107668,0.13
107670,0.076
107677,0.052
107680,0.176
107683,0.218
107684,0.072
107691,0.128
107692,0.154
107703,0.072
107709,0.046
107710,0.304
107721,0.256
107725,0.14
107727,0.108
107739,0.038
107740,0.128
107741,0.168
107747,0.162
107765,0.39
107768,0.14
107775,0.264
107782,0.264
107790,0.17
107801,0.106
107807,0.13
107811,0.112
107817,0.122
107826,0.054
107838,0.168
107839,0.068
107843,0.158
107847,0.26
107849,0.206
107850,0.166
107867,0.168
107871,0.174
107908,0.058
107913,0.196
107927,0.108
107931,0.172
107955,0.156
107962,0.152
107977,0.116
107978,0.2
107993,0.08
108010,0.25
108016,0.06
108018,0.462
108027,0.182
108045,0.302
108069,0.152
108082,0.102
108089,0.13
108092,0.082
108106,0.088
108112,0.176
108120,0.142
108122,0.23
108135,0.204
108170,0.092
108171,0.106
108177,0.062
108180,0.196
108183,0.09
108184,0.122
108185,0.146
108192,0.158
108195,0.274
108196,0.172
108218,0.122
108219,0.248
108243,0.228
108249,0.04
108251,0.122
108274,0.238
108280,0.426
108289,0.08
108292,0.25
108295,0.096
108327,0.056
108332,0.132
108346,0.112
108349,0.164
108353,0.122
108362,0.168
108363,0.14
108377,0.468
108378,0.186
108381,0.178
108383,0.172
108390,0.126
108407,0.118
108408,0.138
108411,0.16
108412,0.222
108419,0.2
108436,0.366
108437,0.158
108438,0.11
108441,0.106
108448,0.108
108449,0.13
108466,0.128
108467,0.248
108473,0.236
108474,0.132
108476,0.154
108479,0.102
108486,0.026
108493,0.1
108501,0.06
108506,0.272
108510,0.158
108511,0.124
108514,0.12
108517,0.124
108519,0.184
108522,0.074
108548,0.228
108554,0.176
108555,0.164
108559,0.124
108562,0.142
108571,0.084
108572,0.12
108579,0.116
108583,0.054
108584,0.144
108592,0.108
108602,0.086
108609,0.186
108613,0.174
108616,0.15
108618,0.128
108620,0.142
108643,0.096
108649,0.098
108654,0.096
108655,0.028
108656,0.188
108667,0.06
108668,0.122
108682,0.138
108690,0.172
108691,0.214
108692,0.208
108695,0.116
108699,0.252
108710,0.27
108718,0.222
108739,0.482
108740,0.086
108741,0.08
108742,0.182
108763,0.052
108767,0.234
108769,0.212
108779,0.244
108788,0.134
108801,0.07
108802,0.106
108810,0.124
108811,0.104
108813,0.112
108814,0.182
108825,0.12
108826,0.206
108830,0.17
108834,0.108
108852,0.14
108887,0.212
108901,0.278
108908,0.162
108910,0.096
108920,0.148
108922,0.104
108929,0.158
108930,0.156
108937,0.28
108938,0.066
108943,0.152
108948,0.082
108953,0.084
108956,0.172
108965,0.132
108985,0.26
108986,0.268
108987,0.168
108990,0.092
108991,0.148
108993,0.164
109000,0.184
109001,0.154
109012,0.426
109014,0.12
109015,0.15
109021,0.14
109037,0.182
109042,0.158
109044,0.178
109046,0.514
109064,0.106
109084,0.114
109086,0.124
109092,0.194
109093,0.254
109100,0.398
109101,0.164
109110,0.116
109114,0.162
109126,0.384
109152,0.102
109162,0.096
109167,0.086
109168,0.214
109169,0.066
109179,0.15
109184,0.196
109191,0.23
109192,0.198
109193,0.12
109196,0.152
109206,0.276
109210,0.09
109244,0.218
109249,0.2
109273,0.104
109276,0.184
109281,0.128
109287,0.116
109297,0.234
109298,0.084
109306,0.084
109309,0.128
109321,0.326
109328,0.202
109336,0.104
109342,0.088
109346,0.076
109347,0.172
109348,0.204
109362,0.132
109363,0.09
109367,0.112
109370,0.082
109393,0.22
109405,0.102
109413,0.104
109414,0.38
109421,0.136
109427,0.134
109428,0.104
109429,0.298
109437,0.116
109443,0.112
109461,0.162
109468,0.154
109469,0.12
109471,0.194
109479,0.15
109484,0.082
109501,0.184
109505,0.128
109535,0.146
109539,0.05
109544,0.142
109545,0.07
109551,0.168
109553,0.118
109555,0.254
109561,0.17
109580,0.12
109583,0.272
109593,0.226
109604,0.128
109620,0.096
109635,0.108
109637,0.348
109638,0.116
109642,0.108
109649,0.11
109652,0.106
109656,0.06
109663,0.128
109696,0.318
109700,0.234
109709,0.144
109735,0.118
109740,0.088
109741,0.172
109749,0.16
109764,0.082
109771,0.314
109772,0.16
109773,0.298
109798,0.198
109802,0.212
109804,0.094
109813,0.14
109818,0.14
109848,0.16
109850,0.122
109851,0.138
109855,0.058
109871,0.422
109877,0.14
109883,0.062
109886,0.088
109905,0.196
109936,0.262
109950,0.168
109958,0.176
109959,0.144
109969,0.146
109971,0.058
109984,0.1
109985,0.322
109988,0.114
109992,0.128
110005,0.206
110009,0.158
110011,0.344
110014,0.106
110026,0.108
110042,0.19
110058,0.138
110069,0.138
110080,0.08
110087,0.102
110091,0.144
110094,0.152
110098,0.192
110105,0.13
110117,0.158
110136,0.164
110138,0.366
110149,0.208
110164,0.184
110202,0.206
110212,0.102
110226,0.032
110236,0.052
110249,0.07
110257,0.156
110258,0.062
110277,0.096
110282,0.132
110284,0.086
110286,0.21
110289,0.082
110304,0.12
110319,0.11
110324,0.104
110326,0.108
110335,0.162
110337,0.234
110338,0.126
110343,0.098
110345,0.07
110347,0.128
110355,0.124
110359,0.1
110360,0.134
110364,0.228
110371,0.2
110372,0.098
110376,0.172
110379,0.26
110380,0.126
110393,0.128
110401,0.222
110406,0.092
110411,0.116
110416,0.126
110420,0.094
110443,0.134
110465,0.124
110468,0.102
110469,0.194
110471,0.246
110487,0.386
110491,0.144
110504,0.136
110547,0.18
110550,0.072
110559,0.334
110578,0.302
110582,0.18
110590,0.192
110598,0.228
110601,0.316
110602,0.11
110604,0.176
110625,0.374
110626,0.226
110636,0.28
110637,0.246
110638,0.17
110646,0.216
110648,0.07
110652,0.102
110681,0.136
110682,0.166
110687,0.138
110691,0.06
110694,0.122
110695,0.058
110696,0.172
110708,0.048
110710,0.084
110717,0.142
110730,0.128
110740,0.09
110742,0.094
110747,0.066
110761,0.124
110766,0.082
110769,0.152
110774,0.126
110803,0.124
110805,0.126
110809,0.28
110827,0.24
110832,0.124
110839,0.136
110859,0.164
110861,0.078
110863,0.28
110865,0.224
110881,0.15
110889,0.048
110891,0.144
110894,0.096
110895,0.1
110907,0.212
110914,0.19
110933,0.054
110934,0.026
110937,0.092
110953,0.1
110954,0.148
110958,0.246
110970,0.138
110974,0.112
110977,0.232
110989,0.134
110993,0.354
110994,0.294
111018,0.032
111019,0.094
111030,0.116
111032,0.084
111041,0.136
111045,0.074
111048,0.12
111052,0.12
111070,0.276
111084,0.154
111091,0.076
111104,0.034
111108,0.176
111112,0.13
111127,0.026
111142,0.144
111146,0.172
111165,0.076
111168,0.102
111169,0.212
111172,0.098
111173,0.052
111174,0.264
111175,0.198
111176,0.136
111177,0.156
111180,0.078
111182,0.206
111192,0.154
111194,0.204
111196,0.18
111197,0.134
111198,0.074
111205,0.176
111207,0.094
111222,0.094
111228,0.104
111233,0.042
111256,0.056
111258,0.064
111262,0.074
111263,0.154
111267,0.064
111269,0.206
111276,0.086
111277,0.152
111279,0.234
111290,0.088
111294,0.084
111295,0.108
111315,0.276
111318,0.132
111327,0.08
111328,0.194
111332,0.164
111338,0.058
111343,0.202
111344,0.242
111345,0.506
111347,0.174
111356,0.09
111359,0.162
111367,0.108
111368,0.124
111391,0.264
111408,0.074
111412,0.136
111419,0.258
111422,0.128
111423,0.338
111439,0.096
111452,0.426
111456,0.066
111467,0.202
111478,0.17
111482,0.096
111488,0.186
111503,0.132
111510,0.09
111512,0.096
111518,0.166
111532,0.256
111537,0.084
111541,0.098
111544,0.094
111550,0.084
111554,0.236
111560,0.21
111566,0.132
111567,0.304
111592,0.146
111618,0.108
111620,0.098
111627,0.094
111641,0.16
111646,0.292
111652,0.082
111657,0.11
111664,0.174
111665,0.098
111669,0.098
111673,0.176
111687,0.132
111688,0.126
111689,0.204
111694,0.13
111695,0.138
111698,0.152
111703,0.042
111709,0.09
111712,0.046
111715,0.134
111724,0.174
111730,0.066
111747,0.098
111760,0.09
111761,0.166
111763,0.082
111776,0.078
111777,0.05
111781,0.044
111793,0.158
111804,0.388
111810,0.288
111816,0.132
111818,0.098
111830,0.254
111832,0.092
111841,0.094
111842,0.142
111843,0.152
111846,0.13
111848,0.248
111856,0.048
111857,0.028
111877,0.112
111882,0.128
111883,0.184
111891,0.094
111893,0.106
111901,0.132
111912,0.17
111913,0.054
111955,0.102
111958,0.132
111960,0.15
111967,0.14
112000,0.19
112003,0.25
112015,0.164
112019,0.396
112020,0.1
112028,0.146
112029,0.188
112031,0.154
112039,0.112
112042,0.132
112049,0.042
112052,0.146
112054,0.038
112055,0.214
112063,0.176
112070,0.108
112071,0.172
112080,0.186
112083,0.106
112085,0.128
112089,0.12
112098,0.346
112100,0.112
112105,0.15
112124,0.1
112126,0.236
112127,0.076
112128,0.122
112148,0.112
112149,0.15
112165,0.192
112170,0.168
112171,0.092
112176,0.074
112186,0.106
112199,0.158
112203,0.122
112214,0.128
112215,0.172
112216,0.152
112224,0.164
112225,0.102
112231,0.288
112234,0.152
112235,0.212
112236,0.17
112254,0.204
112265,0.216
112271,0.184
112284,0.134
112287,0.194
112295,0.316
112303,0.248
112307,0.19
112310,0.142
112312,0.2
112313,0.076
112326,0.154
112333,0.214
112334,0.13
112339,0.106
112347,0.146
112350,0.112
112356,0.232
112357,0.12
112359,0.166
112360,0.202
112371,0.2
112385,0.146
112392,0.09
112401,0.24
112405,0.122
112414,0.244
112429,0.182
112448,0.162
112467,0.122
112468,0.114
112469,0.07
112491,0.19
112500,0.168
112510,0.368
112535,0.228
112537,0.092
112551,0.136
112552,0.116
112556,0.12
112577,0.162
112590,0.156
112593,0.148
112596,0.178
112601,0.126
112604,0.144
112622,0.066
112655,0.098
112663,0.062
112667,0.064
112670,0.108
112676,0.178
112677,0.118
112679,0.104
112683,0.14
112688,0.074
112692,0.27
112696,0.236
112702,0.176
112709,0.05
112720,0.066
112735,0.118
112738,0.132
112742,0.096
112748,0.136
112749,0.22
112766,0.172
112767,0.114
112769,0.226
112771,0.178
112775,0.142
112794,0.118
112795,0.118
112796,0.152
112815,0.062
112817,0.112
112821,0.194
112822,0.116
112829,0.266
112831,0.222
112835,0.106
112838,0.092
112842,0.192
112844,0.196
112845,0.044
112846,0.126
112847,0.084
112867,0.196
112868,0.102
112874,0.168
112879,0.072
112882,0.096
112886,0.136
112895,0.186
112896,0.14
112902,0.094
112904,0.084
112917,0.318
112932,0.214
112944,0.08
112946,0.11
112947,0.13
112948,0.326
112966,0.158
112967,0.088
112971,0.136
112973,0.226
112974,0.256
112978,0.174
112988,0.062
112992,0.16
113003,0.154
113004,0.164
113007,0.318
113020,0.26
113025,0.272
113032,0.064
113042,0.186
113047,0.128
113066,0.146
113067,0.292
113071,0.118
113087,0.232
113108,0.042
113109,0.07
113123,0.12
113128,0.538
113134,0.16
113151,0.106
113175,0.376
113181,0.042
113188,0.28
113191,0.076
113193,0.292
113201,0.15
113209,0.094
113222,0.152
113248,0.084
113272,0.112
113276,0.064
113287,0.06
113302,0.202
113308,0.132
113316,0.148
113318,0.112
113320,0.11
113322,0.21
113325,0.246
113326,0.158
113332,0.124
113346,0.278
113352,0.054
113361,0.068
113362,0.05
113365,0.158
113366,0.102
113368,0.076
113382,0.11
113385,0.18
113390,0.22
113391,0.138
113393,0.13
113396,0.226
113397,0.128
113402,0.166
113403,0.104
113405,0.216
113406,0.18
113410,0.474
113413,0.162
113418,0.12
113419,0.166
113435,0.202
113438,0.188
113447,0.104
113458,0.136
113466,0.082
113475,0.094
113482,0.164
113490,0.084
113505,0.082
113508,0.138
113520,0.104
113532,0.096
113535,0.086
113549,0.13
113557,0.16
113558,0.182
113561,0.112
113566,0.044
113569,0.122
113574,0.088
113576,0.164
113577,0.108
113585,0.076
113587,0.36
113599,0.186
113601,0.148
113602,0.148
113605,0.102
113609,0.272
113611,0.112
113616,0.116
113627,0.532
113631,0.184
113643,0.084
113652,0.148
113657,0.146
113659,0.092
113672,0.174
113680,0.104
113692,0.144
113694,0.122
113695,0.286
113701,0.098
113733,0.036
113738,0.194
113740,0.25
113742,0.044
113777,0.088
113783,0.186
113788,0.208
113789,0.128
113791,0.228
113795,0.1
113799,0.182
113805,0.066
113820,0.118
113822,0.05
113824,0.104
113829,0.114
113832,0.096
113833,0.142
113841,0.114
113849,0.15
113862,0.238
113863,0.24
113864,0.11
113870,0.052
113875,0.152
113882,0.098
113887,0.222
113894,0.138
113909,0.13
113930,0.156
113936,0.14
113939,0.122
113942,0.158
113943,0.166
113945,0.178
113947,0.052
113950,0.088
113951,0.17
113957,0.126
113966,0.198
113967,0.134
113977,0.124
113984,0.192
113986,0.13
113992,0.108
113998,0.102
113999,0.262
114003,0.122
